"ensembl_gene_id"	"mmusculus_homolog_ensembl_gene"	"mmusculus_homolog_associated_gene_name"	"external_gene_name"
"3486"	"ENSDARG00000051718"	"ENSMUSG00000036211"	"H1f6"	NA
"3487"	"ENSDARG00000111396"	"ENSMUSG00000080152"	"H3f4"	"zgc:173552"
"3488"	"ENSDARG00000055290"	"ENSMUSG00000040065"	"Pfpl"	"mpeg1.1"
"3489"	"ENSDARG00000055290"	"ENSMUSG00000046805"	"Mpeg1"	"mpeg1.1"
"3490"	"ENSDARG00000099284"	NA	NA	"si:dkey-228b2.6"
"3491"	"ENSDARG00000012399"	NA	NA	"adssl"
"3492"	"ENSDARG00000104449"	NA	NA	NA
"3493"	"ENSDARG00000098293"	NA	NA	"si:dkey-27i16.2"
"3494"	"ENSDARG00000022129"	NA	NA	"rbm4.3"
"3495"	"ENSDARG00000052379"	"ENSMUSG00000031143"	"Ccdc22"	"ccdc22"
"3496"	"ENSDARG00000073731"	"ENSMUSG00000040631"	"Dok4"	"DOK4"
"3497"	"ENSDARG00000096520"	NA	NA	NA
"3498"	"ENSDARG00000105688"	NA	NA	NA
"3499"	"ENSDARG00000009123"	NA	NA	"sele"
"3500"	"ENSDARG00000017234"	NA	NA	"npy8ar"
"3501"	"ENSDARG00000097801"	NA	NA	NA
"3502"	"ENSDARG00000002847"	"ENSMUSG00000071984"	"Fndc1"	"FNDC1"
"3503"	"ENSDARG00000078147"	"ENSMUSG00000016529"	"Il10"	"il10"
"3504"	"ENSDARG00000023031"	NA	NA	"hoxa2b"
"3505"	"ENSDARG00000096274"	NA	NA	NA
"3506"	"ENSDARG00000059689"	"ENSMUSG00000051098"	"Mblac2"	"mblac2"
"3507"	"ENSDARG00000075834"	NA	NA	"si:dkey-182i3.8"
"3508"	"ENSDARG00000012788"	NA	NA	"foxa3"
"3509"	"ENSDARG00000031222"	"ENSMUSG00000000247"	"Lhx2"	"lhx2b"
"3510"	"ENSDARG00000043394"	NA	NA	NA
"3511"	"ENSDARG00000093483"	NA	NA	NA
"3512"	"ENSDARG00000079618"	NA	NA	"sik2a"
"3513"	"ENSDARG00000067717"	NA	NA	"tomm7"
"3514"	"ENSDARG00000003701"	NA	NA	"cldng"
"3515"	"ENSDARG00000015111"	"ENSMUSG00000005481"	"Ddx39a"	"ddx39ab"
"3516"	"ENSDARG00000097040"	NA	NA	NA
"3517"	"ENSDARG00000097335"	NA	NA	NA
"3518"	"ENSDARG00000035005"	"ENSMUSG00000042215"	"Bag2"	"bag2"
"3519"	"ENSDARG00000093461"	NA	NA	NA
"3520"	"ENSDARG00000101444"	NA	NA	NA
"3521"	"ENSDARG00000063195"	"ENSMUSG00000033885"	"Pxk"	"pxk"
"3522"	"ENSDARG00000018432"	"ENSMUSG00000007458"	"M6pr"	"m6pr"
"3523"	"ENSDARG00000061462"	"ENSMUSG00000007030"	"Vwa7"	NA
"3524"	"ENSDARG00000058323"	"ENSMUSG00000006301"	"Tmbim1"	"tmbim1a"
"3525"	"ENSDARG00000094074"	NA	NA	"si:dkey-81h8.1"
"3526"	"ENSDARG00000095098"	NA	NA	NA
"3527"	"ENSDARG00000101727"	NA	NA	NA
"3528"	"ENSDARG00000097724"	NA	NA	NA
"3529"	"ENSDARG00000097583"	"ENSMUSG00000054277"	"Arfgap3"	"arfgap3"
"3530"	"ENSDARG00000098489"	NA	NA	NA
"3531"	"ENSDARG00000010415"	"ENSMUSG00000029524"	"Sirt4"	"sirt4"
"3532"	"ENSDARG00000039482"	"ENSMUSG00000033033"	"Calhm2"	"calhm2.1"
"3533"	"ENSDARG00000105594"	"ENSMUSG00000024786"	"Majin"	"MAJIN"
"3534"	"ENSDARG00000078743"	"ENSMUSG00000044819"	"Oxgr1"	"oxgr1a.2"
"3535"	"ENSDARG00000051735"	"ENSMUSG00000036211"	"H1f6"	NA
"3536"	"ENSDARG00000093804"	NA	NA	"sst6"
"3537"	"ENSDARG00000070094"	"ENSMUSG00000028860"	"Sytl1"	"sytl1"
"3538"	"ENSDARG00000023190"	"ENSMUSG00000027782"	"Kpna4"	"kpna4"
"3539"	"ENSDARG00000109458"	NA	NA	NA
"3540"	"ENSDARG00000041113"	"ENSMUSG00000035754"	"Wdr18"	"wdr18"
"3541"	"ENSDARG00000105327"	NA	NA	NA
"3542"	"ENSDARG00000092585"	NA	NA	NA
"3543"	"ENSDARG00000097368"	NA	NA	NA
"3544"	"ENSDARG00000010018"	"ENSMUSG00000062078"	"Qki"	"qki2"
"3545"	"ENSDARG00000014474"	"ENSMUSG00000057375"	"Yipf1"	"yipf1"
"3546"	"ENSDARG00000014395"	"ENSMUSG00000035757"	"Selenoo"	"selenoo2"
"3547"	"ENSDARG00000017742"	"ENSMUSG00000000617"	"Grm6"	"grm6a"
"3548"	"ENSDARG00000015576"	"ENSMUSG00000117975"	"Itprip"	"itprip"
"3549"	"ENSDARG00000070702"	"ENSMUSG00000042312"	"S100a13"	"s100v2"
"3550"	"ENSDARG00000100968"	NA	NA	NA
"3551"	"ENSDARG00000017444"	"ENSMUSG00000020017"	"Hal"	"hal"
"3552"	"ENSDARG00000073765"	"ENSMUSG00000020611"	"Gna13"	"gna13a"
"3553"	"ENSDARG00000077468"	"ENSMUSG00000032377"	"Plscr4"	NA
"3554"	"ENSDARG00000077468"	"ENSMUSG00000019461"	"Plscr3"	NA
"3555"	"ENSDARG00000077468"	"ENSMUSG00000095654"	"Plscr5"	NA
"3556"	"ENSDARG00000100503"	"ENSMUSG00000024241"	"Sos1"	"sos1"
"3557"	"ENSDARG00000004173"	"ENSMUSG00000026553"	"Copa"	"copa"
"3558"	"ENSDARG00000014280"	"ENSMUSG00000003279"	"Dlgap1"	"dlgap1a"
"3559"	"ENSDARG00000006372"	"ENSMUSG00000090165"	"Ugt1a10"	"ugt5c2"
"3560"	"ENSDARG00000006372"	"ENSMUSG00000089675"	"Ugt1a8"	"ugt5c2"
"3561"	"ENSDARG00000006372"	"ENSMUSG00000090175"	"Ugt1a9"	"ugt5c2"
"3562"	"ENSDARG00000006372"	"ENSMUSG00000035780"	"Ugt2a3"	"ugt5c2"
"3563"	"ENSDARG00000006372"	"ENSMUSG00000054545"	"Ugt1a6a"	"ugt5c2"
"3564"	"ENSDARG00000006372"	"ENSMUSG00000090124"	"Ugt1a7c"	"ugt5c2"
"3565"	"ENSDARG00000006372"	"ENSMUSG00000090145"	"Ugt1a6b"	"ugt5c2"
"3566"	"ENSDARG00000006372"	"ENSMUSG00000090171"	"Ugt1a2"	"ugt5c2"
"3567"	"ENSDARG00000006372"	"ENSMUSG00000089943"	"Ugt1a5"	"ugt5c2"
"3568"	"ENSDARG00000006372"	"ENSMUSG00000106677"	"Ugt2a1"	"ugt5c2"
"3569"	"ENSDARG00000006372"	"ENSMUSG00000029268"	"Ugt2a2"	"ugt5c2"
"3570"	"ENSDARG00000097039"	NA	NA	NA
"3571"	"ENSDARG00000077114"	"ENSMUSG00000029032"	"Arhgef16"	"arhgef16"
"3572"	"ENSDARG00000088640"	NA	NA	NA
"3573"	"ENSDARG00000087623"	NA	NA	NA
"3574"	"ENSDARG00000097091"	NA	NA	NA
"3575"	"ENSDARG00000014986"	"ENSMUSG00000000530"	"Acvrl1"	"acvr1l"
"3576"	"ENSDARG00000026248"	"ENSMUSG00000008932"	"Slc1a7"	"slc1a7b"
"3577"	"ENSDARG00000041292"	NA	NA	NA
"3578"	"ENSDARG00000032535"	"ENSMUSG00000031149"	"Praf2"	"praf2"
"3579"	"ENSDARG00000009982"	"ENSMUSG00000042595"	"Fam199x"	"fam199x"
"3580"	"ENSDARG00000074360"	NA	NA	NA
"3581"	"ENSDARG00000022372"	NA	NA	"kng1"
"3582"	"ENSDARG00000054026"	"ENSMUSG00000042485"	"Mustn1"	"mustn1a"
"3583"	"ENSDARG00000101891"	"ENSMUSG00000007880"	"Arid1a"	"ARID1A"
"3584"	"ENSDARG00000057992"	"ENSMUSG00000021765"	"Fst"	"fstb"
"3585"	"ENSDARG00000033462"	NA	NA	NA
"3586"	"ENSDARG00000111097"	NA	NA	NA
"3587"	"ENSDARG00000094970"	NA	NA	NA
"3588"	"ENSDARG00000053138"	"ENSMUSG00000029028"	"Lrrc47"	"lrrc47"
"3589"	"ENSDARG00000016089"	"ENSMUSG00000036568"	"Bicral"	"BICRAL"
"3590"	"ENSDARG00000090981"	"ENSMUSG00000090141"	"Gm614"	"C14HXorf65"
"3591"	"ENSDARG00000036995"	"ENSMUSG00000031683"	"Lsm6"	"lsm6"
"3592"	"ENSDARG00000021351"	"ENSMUSG00000022054"	"Nefm"	"nefma"
"3593"	"ENSDARG00000059811"	"ENSMUSG00000071724"	"Smpd5"	"smpd5"
"3594"	"ENSDARG00000104823"	"ENSMUSG00000066797"	"Zfp648"	"ZNF648"
"3595"	"ENSDARG00000062968"	"ENSMUSG00000036529"	"Sbf1"	"sbf1"
"3596"	"ENSDARG00000071040"	"ENSMUSG00000028295"	"Smim8"	"smim8"
"3597"	"ENSDARG00000103124"	"ENSMUSG00000021852"	"Slc35f4"	"SLC35F4"
"3598"	"ENSDARG00000068286"	"ENSMUSG00000022756"	"Slc7a4"	"slc7a4"
"3599"	"ENSDARG00000045016"	"ENSMUSG00000023052"	"Npff"	"npffl"
"3600"	"ENSDARG00000012453"	"ENSMUSG00000071573"	"Rnls"	"rnls"
"3601"	"ENSDARG00000017986"	"ENSMUSG00000020220"	"Vps13d"	"VPS13D"
"3602"	"ENSDARG00000039747"	NA	NA	NA
"3603"	"ENSDARG00000098683"	"ENSMUSG00000041164"	"Zmiz2"	"ZMIZ2"
"3604"	"ENSDARG00000002304"	"ENSMUSG00000031821"	"Gins2"	"gins2"
"3605"	"ENSDARG00000075463"	NA	NA	NA
"3606"	"ENSDARG00000055294"	"ENSMUSG00000073043"	"Atoh1"	"atoh1a"
"3607"	"ENSDARG00000053716"	NA	NA	"zgc:153990"
"3608"	"ENSDARG00000010207"	NA	NA	"smad3b"
"3609"	"ENSDARG00000070539"	"ENSMUSG00000051853"	"Arf3"	"arf3a"
"3610"	"ENSDARG00000070073"	NA	NA	NA
"3611"	"ENSDARG00000028899"	"ENSMUSG00000024175"	"Tekt4"	"tekt4"
"3612"	"ENSDARG00000094368"	NA	NA	NA
"3613"	"ENSDARG00000041041"	NA	NA	"cxcr3.2"
"3614"	"ENSDARG00000035329"	"ENSMUSG00000001794"	"Capns1"	"capns1a"
"3615"	"ENSDARG00000105193"	NA	NA	NA
"3616"	"ENSDARG00000070214"	"ENSMUSG00000013275"	"Slc41a1"	"slc41a1"
"3617"	"ENSDARG00000059244"	"ENSMUSG00000030881"	"Arfip2"	"arfip2a"
"3618"	"ENSDARG00000086236"	"ENSMUSG00000048376"	"F2r"	"F2R"
"3619"	"ENSDARG00000035560"	"ENSMUSG00000056737"	"Capg"	"capga"
"3620"	"ENSDARG00000092956"	"ENSMUSG00000063821"	"Dusp29"	NA
"3621"	"ENSDARG00000034568"	"ENSMUSG00000048486"	"Fitm2"	"fitm2"
"3622"	"ENSDARG00000039022"	"ENSMUSG00000026277"	"Stk25"	"stk25b"
"3623"	"ENSDARG00000075230"	"ENSMUSG00000047146"	"Tet1"	NA
"3624"	"ENSDARG00000089983"	NA	NA	NA
"3625"	"ENSDARG00000008502"	"ENSMUSG00000020116"	"Pno1"	"pno1"
"3626"	"ENSDARG00000024195"	"ENSMUSG00000034522"	"Zfp395"	"znf395b"
"3627"	"ENSDARG00000017744"	"ENSMUSG00000028312"	"Smc2"	"smc2"
"3628"	"ENSDARG00000055843"	"ENSMUSG00000022321"	"Cdh10"	"cdh10a"
"3629"	"ENSDARG00000103588"	"ENSMUSG00000045114"	"Prrt2"	NA
"3630"	"ENSDARG00000003068"	"ENSMUSG00000032513"	"Gorasp1"	"gorasp1a"
"3631"	"ENSDARG00000057112"	"ENSMUSG00000052759"	"Gpr25"	"GPR25"
"3632"	"ENSDARG00000003827"	"ENSMUSG00000021113"	"Snapc1"	"snapc1b"
"3633"	"ENSDARG00000094078"	NA	NA	NA
"3634"	"ENSDARG00000012866"	"ENSMUSG00000039361"	"Picalm"	"picalma"
"3635"	"ENSDARG00000095167"	NA	NA	NA
"3636"	"ENSDARG00000062821"	"ENSMUSG00000019894"	"Slc6a15"	"slc6a15"
"3637"	"ENSDARG00000091001"	"ENSMUSG00000028647"	"Mycbp"	"mycbp"
"3638"	"ENSDARG00000067808"	"ENSMUSG00000063821"	"Dusp29"	NA
"3639"	"ENSDARG00000068918"	"ENSMUSG00000035027"	"Map2k2"	"map2k2b"
"3640"	"ENSDARG00000105625"	NA	NA	NA
"3641"	"ENSDARG00000101612"	NA	NA	NA
"3642"	"ENSDARG00000007950"	"ENSMUSG00000032243"	"Itga11"	"ITGA11"
"3643"	"ENSDARG00000092160"	"ENSMUSG00000046518"	"Ferd3l"	"FERD3L"
"3644"	"ENSDARG00000095440"	NA	NA	NA
"3645"	"ENSDARG00000000887"	"ENSMUSG00000053508"	"Gtsf2"	"zgc:56699"
"3646"	"ENSDARG00000000887"	"ENSMUSG00000070708"	"Gtsf1l"	"zgc:56699"
"3647"	"ENSDARG00000097774"	NA	NA	NA
"3648"	"ENSDARG00000096641"	NA	NA	NA
"3649"	"ENSDARG00000037176"	NA	NA	"ggh"
"3650"	"ENSDARG00000099044"	NA	NA	NA
"3651"	"ENSDARG00000031809"	"ENSMUSG00000038132"	"Rbm24"	"rbm24b"
"3652"	"ENSDARG00000038646"	NA	NA	NA
"3653"	"ENSDARG00000086302"	"ENSMUSG00000049504"	"Proser1"	NA
"3654"	"ENSDARG00000101378"	"ENSMUSG00000031090"	"Nadsyn1"	"nadsyn1"
"3655"	"ENSDARG00000018060"	"ENSMUSG00000031834"	"Pik3r2"	"pik3r2"
"3656"	"ENSDARG00000104309"	NA	NA	NA
"3657"	"ENSDARG00000041400"	"ENSMUSG00000035674"	"Ndufa3"	"ndufa3"
"3658"	"ENSDARG00000102480"	NA	NA	NA
"3659"	"ENSDARG00000057698"	"ENSMUSG00000007891"	"Ctsd"	"ctsd"
"3660"	"ENSDARG00000086859"	"ENSMUSG00000015806"	"Qdpr"	"QDPR"
"3661"	"ENSDARG00000005993"	"ENSMUSG00000038943"	"Prc1"	"prc1b"
"3662"	"ENSDARG00000006010"	"ENSMUSG00000026739"	"Bmi1"	"bmi1a"
"3663"	"ENSDARG00000053906"	NA	NA	"angpt2b"
"3664"	"ENSDARG00000086408"	NA	NA	NA
"3665"	"ENSDARG00000095787"	NA	NA	NA
"3666"	"ENSDARG00000052900"	NA	NA	"zgc:153642"
"3667"	"ENSDARG00000103538"	NA	NA	NA
"3668"	"ENSDARG00000027586"	"ENSMUSG00000022779"	"Top3b"	"TOP3B"
"3669"	"ENSDARG00000097365"	NA	NA	NA
"3670"	"ENSDARG00000021483"	"ENSMUSG00000033102"	"Cdc14b"	"cdc14b"
"3671"	"ENSDARG00000053959"	"ENSMUSG00000045664"	"Cdc42ep2"	"cdc42ep2"
"3672"	"ENSDARG00000092779"	NA	NA	NA
"3673"	"ENSDARG00000058351"	"ENSMUSG00000038213"	"Tapbpl"	NA
"3674"	"ENSDARG00000001558"	"ENSMUSG00000079553"	"Kifc1"	"kifc1"
"3675"	"ENSDARG00000001558"	"ENSMUSG00000024301"	"Kifc5b"	"kifc1"
"3676"	"ENSDARG00000035692"	"ENSMUSG00000028081"	"Rps3a1"	"rps3a"
"3677"	"ENSDARG00000070951"	NA	NA	"hmga1b"
"3678"	"ENSDARG00000061602"	"ENSMUSG00000036825"	"Ssx2ip"	"SSX2IP"
"3679"	"ENSDARG00000093253"	"ENSMUSG00000019080"	"Mfsd3"	"MFSD3"
"3680"	"ENSDARG00000105489"	NA	NA	"loc564660"
"3681"	"ENSDARG00000075621"	"ENSMUSG00000017716"	"Birc5"	"birc5a"
"3682"	"ENSDARG00000054063"	"ENSMUSG00000079426"	"Arpc4"	"arpc4"
"3683"	"ENSDARG00000010948"	"ENSMUSG00000012443"	"Kif11"	"kif11"
"3684"	"ENSDARG00000056252"	"ENSMUSG00000068747"	"Sort1"	"sort1b"
"3685"	"ENSDARG00000061746"	NA	NA	NA
"3686"	"ENSDARG00000102701"	NA	NA	"eva1ba"
"3687"	"ENSDARG00000030173"	"ENSMUSG00000026942"	"Traf2"	"TRAF2"
"3688"	"ENSDARG00000042824"	"ENSMUSG00000015839"	"Nfe2l2"	"nfe2l2a"
"3689"	"ENSDARG00000058232"	NA	NA	NA
"3690"	"ENSDARG00000036116"	"ENSMUSG00000022312"	"Eif3h"	"eif3hb"
"3691"	"ENSDARG00000097884"	NA	NA	NA
"3692"	"ENSDARG00000104928"	NA	NA	NA
"3693"	"ENSDARG00000095072"	"ENSMUSG00000042243"	"BC051665"	NA
"3694"	"ENSDARG00000095072"	"ENSMUSG00000074874"	"Ctla2b"	NA
"3695"	"ENSDARG00000095072"	"ENSMUSG00000021439"	"Ctsq"	NA
"3696"	"ENSDARG00000095072"	"ENSMUSG00000021441"	"Cts6"	NA
"3697"	"ENSDARG00000095072"	"ENSMUSG00000074870"	"Cts3"	NA
"3698"	"ENSDARG00000095072"	"ENSMUSG00000055679"	"Ctsr"	NA
"3699"	"ENSDARG00000095072"	"ENSMUSG00000057446"	"Cts8"	NA
"3700"	"ENSDARG00000095072"	"ENSMUSG00000044258"	"Ctla2a"	NA
"3701"	"ENSDARG00000095072"	"ENSMUSG00000055298"	"Ctsj"	NA
"3702"	"ENSDARG00000095072"	"ENSMUSG00000021477"	"Ctsl"	NA
"3703"	"ENSDARG00000095072"	"ENSMUSG00000074871"	"Ctsm"	NA
"3704"	"ENSDARG00000095072"	"ENSMUSG00000021440"	"Cts7"	NA
"3705"	"ENSDARG00000095072"	"ENSMUSG00000056728"	"Ctsll3"	NA
"3706"	"ENSDARG00000095072"	"ENSMUSG00000050345"	"4930486L24Rik"	NA
"3707"	"ENSDARG00000094508"	NA	NA	NA
"3708"	"ENSDARG00000089879"	NA	NA	NA
"3709"	"ENSDARG00000101769"	"ENSMUSG00000033470"	"Cysltr2"	NA
"3710"	"ENSDARG00000030440"	NA	NA	"rsrp1"
"3711"	"ENSDARG00000041073"	NA	NA	"si:dkey-12e7.4"
"3712"	"ENSDARG00000103776"	NA	NA	NA
"3713"	"ENSDARG00000079155"	NA	NA	NA
"3714"	"ENSDARG00000008182"	NA	NA	NA
"3715"	"ENSDARG00000005368"	"ENSMUSG00000032135"	"Mcam"	"mcamb"
"3716"	"ENSDARG00000012588"	"ENSMUSG00000021518"	"Ptdss1"	"ptdss1a"
"3717"	"ENSDARG00000062880"	NA	NA	NA
"3718"	"ENSDARG00000041382"	NA	NA	NA
"3719"	"ENSDARG00000029168"	"ENSMUSG00000036528"	"Ppfibp2"	"ppfibp2b"
"3720"	"ENSDARG00000098515"	NA	NA	NA
"3721"	"ENSDARG00000074508"	"ENSMUSG00000006930"	"Hap1"	NA
"3722"	"ENSDARG00000089758"	NA	NA	NA
"3723"	"ENSDARG00000009958"	"ENSMUSG00000034342"	"Cbl"	"cbl"
"3724"	"ENSDARG00000079067"	"ENSMUSG00000025159"	"Mms19"	"mms19"
"3725"	"ENSDARG00000102271"	NA	NA	NA
"3726"	"ENSDARG00000075917"	"ENSMUSG00000078490"	"Cfap74"	NA
"3727"	"ENSDARG00000079781"	"ENSMUSG00000046699"	"Slitrk4"	"SLITRK4"
"3728"	"ENSDARG00000024895"	"ENSMUSG00000038246"	"Fam50b"	"fam50a"
"3729"	"ENSDARG00000024895"	"ENSMUSG00000001962"	"Fam50a"	"fam50a"
"3730"	"ENSDARG00000071215"	"ENSMUSG00000047986"	"Palm3"	"palm3"
"3731"	"ENSDARG00000021055"	NA	NA	"isl1b"
"3732"	"ENSDARG00000052618"	"ENSMUSG00000021575"	"Ahrr"	"ahrrb"
"3733"	"ENSDARG00000034189"	NA	NA	"oxsr1a"
"3734"	"ENSDARG00000035735"	"ENSMUSG00000053129"	"Gsx1"	"gsx1"
"3735"	"ENSDARG00000094303"	NA	NA	NA
"3736"	"ENSDARG00000097318"	NA	NA	NA
"3737"	"ENSDARG00000074807"	"ENSMUSG00000000384"	"Tbrg4"	NA
"3738"	"ENSDARG00000040884"	"ENSMUSG00000025025"	"Mxi1"	"mxi1"
"3739"	"ENSDARG00000095401"	NA	NA	NA
"3740"	"ENSDARG00000097764"	NA	NA	NA
"3741"	"ENSDARG00000006094"	"ENSMUSG00000023830"	"Igf2r"	"igf2r"
"3742"	"ENSDARG00000095427"	NA	NA	"si:ch73-25f10.6"
"3743"	"ENSDARG00000095663"	NA	NA	NA
"3744"	"ENSDARG00000019103"	"ENSMUSG00000028397"	"Kdm4c"	NA
"3745"	"ENSDARG00000104227"	"ENSMUSG00000027133"	"Nop10"	"nop10"
"3746"	"ENSDARG00000011602"	"ENSMUSG00000036377"	"Cracd"	"cracd"
"3747"	"ENSDARG00000093360"	NA	NA	NA
"3748"	"ENSDARG00000029898"	"ENSMUSG00000067220"	"Cnga1"	"cnga1a"
"3749"	"ENSDARG00000102753"	NA	NA	"si:dkey-109l4.3"
"3750"	"ENSDARG00000097661"	NA	NA	NA
"3751"	"ENSDARG00000058451"	"ENSMUSG00000029614"	"Rpl6"	"rpl6"
"3752"	"ENSDARG00000012449"	"ENSMUSG00000031150"	"Ccdc120"	NA
"3753"	"ENSDARG00000055177"	"ENSMUSG00000021411"	"Pxdc1"	NA
"3754"	"ENSDARG00000095907"	NA	NA	NA
"3755"	"ENSDARG00000076703"	"ENSMUSG00000042213"	"Zfand4"	"zfand4"
"3756"	"ENSDARG00000014031"	"ENSMUSG00000030834"	"Abcc6"	"abcc2"
"3757"	"ENSDARG00000071426"	NA	NA	"lrrc59"
"3758"	"ENSDARG00000096110"	NA	NA	"zgc:123278"
"3759"	"ENSDARG00000079524"	NA	NA	"znfl1g"
"3760"	"ENSDARG00000014569"	"ENSMUSG00000066037"	"Hnrnpr"	"hnrnpr"
"3761"	"ENSDARG00000102671"	"ENSMUSG00000031730"	"Dhodh"	"dpyda.1"
"3762"	"ENSDARG00000071691"	"ENSMUSG00000030884"	"Uqcrc2"	"uqcrc2b"
"3763"	"ENSDARG00000043483"	"ENSMUSG00000041578"	"Crx"	"otx5"
"3764"	"ENSDARG00000006859"	"ENSMUSG00000078532"	"Nkain1"	"nkain1"
"3765"	"ENSDARG00000009886"	"ENSMUSG00000006418"	"Rnf114"	"rnf114"
"3766"	"ENSDARG00000008946"	"ENSMUSG00000021578"	"Ccdc127"	"ccdc127b"
"3767"	"ENSDARG00000030058"	"ENSMUSG00000000094"	"Tbx4"	"tbx4"
"3768"	"ENSDARG00000099916"	NA	NA	NA
"3769"	"ENSDARG00000102997"	"ENSMUSG00000022682"	"Rrn3"	"RRN3"
"3770"	"ENSDARG00000094882"	"ENSMUSG00000014542"	"Clec4f"	"illr2"
"3771"	"ENSDARG00000095720"	NA	NA	NA
"3772"	"ENSDARG00000063190"	"ENSMUSG00000030967"	"Zranb1"	"zranb1b"
"3773"	"ENSDARG00000044301"	NA	NA	"atf1"
"3774"	"ENSDARG00000055431"	NA	NA	NA
"3775"	"ENSDARG00000020136"	"ENSMUSG00000050737"	"Ptges"	"ptges"
"3776"	"ENSDARG00000104220"	NA	NA	NA
"3777"	"ENSDARG00000027938"	"ENSMUSG00000030254"	"Rad18"	"rad18"
"3778"	"ENSDARG00000078650"	"ENSMUSG00000042604"	"Kcna4"	"KCNA4"
"3779"	"ENSDARG00000037427"	NA	NA	"chrna11"
"3780"	"ENSDARG00000098406"	NA	NA	NA
"3781"	"ENSDARG00000101361"	"ENSMUSG00000049606"	"Zfp644"	"znf644a"
"3782"	"ENSDARG00000103346"	NA	NA	NA
"3783"	"ENSDARG00000100373"	NA	NA	NA
"3784"	"ENSDARG00000094796"	"ENSMUSG00000014542"	"Clec4f"	NA
"3785"	"ENSDARG00000103515"	"ENSMUSG00000021614"	"Vcan"	"vcana"
"3786"	"ENSDARG00000052158"	"ENSMUSG00000018341"	"Il12rb2"	"il23r"
"3787"	"ENSDARG00000070538"	"ENSMUSG00000040289"	"Hey1"	"hey1"
"3788"	"ENSDARG00000110969"	NA	NA	NA
"3789"	"ENSDARG00000038754"	"ENSMUSG00000028680"	"Plk3"	"plk3"
"3790"	"ENSDARG00000094332"	"ENSMUSG00000030315"	"Vgll4"	"VGLL4"
"3791"	"ENSDARG00000058467"	"ENSMUSG00000061136"	"Prpf40a"	"prpf40a"
"3792"	"ENSDARG00000101143"	"ENSMUSG00000066278"	"Vps37b"	"vps37bb"
"3793"	"ENSDARG00000101779"	NA	NA	NA
"3794"	"ENSDARG00000104702"	"ENSMUSG00000027187"	"Cat"	"cat"
"3795"	"ENSDARG00000099717"	NA	NA	NA
"3796"	"ENSDARG00000061611"	NA	NA	NA
"3797"	"ENSDARG00000061580"	"ENSMUSG00000034110"	"Kctd7"	"kctd7"
"3798"	"ENSDARG00000096739"	NA	NA	NA
"3799"	"ENSDARG00000052674"	"ENSMUSG00000024576"	"Csnk1a1"	"csnk1a1"
"3800"	"ENSDARG00000075046"	"ENSMUSG00000008482"	"Rnf151"	NA
"3801"	"ENSDARG00000087765"	NA	NA	"crygm2d10"
"3802"	"ENSDARG00000063068"	NA	NA	NA
"3803"	"ENSDARG00000077341"	"ENSMUSG00000040653"	"Ppp1r14c"	"ppp1r14c"
"3804"	"ENSDARG00000041720"	"ENSMUSG00000026755"	"Arpc5l"	"arpc5la"
"3805"	"ENSDARG00000063661"	"ENSMUSG00000009772"	"Nuak2"	"NUAK2"
"3806"	"ENSDARG00000104222"	"ENSMUSG00000032737"	"Inppl1"	"inppl1a"
"3807"	"ENSDARG00000060522"	"ENSMUSG00000024712"	"Rfk"	"rfk"
"3808"	"ENSDARG00000103322"	NA	NA	NA
"3809"	"ENSDARG00000098281"	NA	NA	NA
"3810"	"ENSDARG00000055412"	"ENSMUSG00000044951"	"Mylk4"	"MYLK4"
"3811"	"ENSDARG00000041173"	"ENSMUSG00000050541"	"Adra1b"	"adra1bb"
"3812"	"ENSDARG00000044954"	"ENSMUSG00000025020"	"Slit1"	"slit1a"
"3813"	"ENSDARG00000070132"	NA	NA	"aste1a"
"3814"	"ENSDARG00000024443"	"ENSMUSG00000029209"	"Gnpda2"	NA
"3815"	"ENSDARG00000040110"	"ENSMUSG00000024795"	"Kif20b"	NA
"3816"	"ENSDARG00000100535"	"ENSMUSG00000028108"	"Ecm1"	NA
"3817"	"ENSDARG00000089974"	"ENSMUSG00000044378"	"Slc15a5"	"SLC15A5"
"3818"	"ENSDARG00000101249"	NA	NA	NA
"3819"	"ENSDARG00000016200"	"ENSMUSG00000032715"	"Trib3"	"trib3"
"3820"	"ENSDARG00000002264"	"ENSMUSG00000036850"	"Mrpl41"	"mrpl41"
"3821"	"ENSDARG00000058416"	"ENSMUSG00000030882"	"Dnhd1"	NA
"3822"	"ENSDARG00000003084"	"ENSMUSG00000010154"	"Spire2"	"spire2"
"3823"	"ENSDARG00000074191"	NA	NA	"zgc:172253"
"3824"	"ENSDARG00000040747"	"ENSMUSG00000027801"	"Tm4sf4"	"tm4sf4"
"3825"	"ENSDARG00000105342"	NA	NA	NA
"3826"	"ENSDARG00000097867"	NA	NA	NA
"3827"	"ENSDARG00000003146"	NA	NA	NA
"3828"	"ENSDARG00000003968"	NA	NA	"larp6b"
"3829"	"ENSDARG00000013667"	"ENSMUSG00000028030"	"Tbck"	"tbck"
"3830"	"ENSDARG00000105057"	NA	NA	NA
"3831"	"ENSDARG00000076829"	"ENSMUSG00000040351"	"Ankib1"	"ANKIB1"
"3832"	"ENSDARG00000059747"	NA	NA	NA
"3833"	"ENSDARG00000088238"	"ENSMUSG00000018412"	"Kansl1"	"KANSL1"
"3834"	"ENSDARG00000019541"	"ENSMUSG00000022546"	"Gpt"	"gpt"
